ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Gender_0.0,Gender_1.0,Married_0.0,Married_1.0,Dependents_0.0,Dependents_1.0,Dependents_2.0,Dependents_3.0,Education_0,Education_1,Self_Employed_0.0,Self_Employed_1.0,Credit_History_0.0,Credit_History_1.0,Property_Area_0,Property_Area_1,Property_Area_2,Loan_Status
3667,2000,170,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1
3166,2833,145,360,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
3271,0,90,360,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1
2241,2000,88,360,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0
1792,2565,128,360,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1
2666,0,84,480,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1
6478,0,108,360,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1
3808,0,83,360,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1
3729,0,117,360,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0
4120,0,128,360,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0
7500,0,75,360,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0
6300,0,125,360,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1
14987,0,177,360,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1
570,2125,68,360,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1
2600,700,96,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1
2733,1083,180,360,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
7500,0,183,360,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1
3859,0,121,360,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0
6825,0,162,360,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0
3708,4700,132,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1
5314,0,147,360,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1
2366,5272,153,360,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1
2066,2108,104,84,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1
5000,0,149,360,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1
3767,0,134,300,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
7859,879,165,180,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1
4283,0,120,360,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1
1700,2900,67,360,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1
4768,0,125,360,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1
3083,2738,120,360,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
2667,1542,148,360,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1
1647,1762,181,360,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1
3400,0,80,120,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1
16000,5000,40,360,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1
5333,0,90,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1
2875,2416,95,6,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0
2600,618,122,360,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1
5041,700,150,360,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1
6958,1411,150,360,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0
3500,1658,104,360,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1
5509,0,143,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1
9699,0,300,360,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1
3621,2717,171,360,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1
4709,0,113,360,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1
1516,1951,35,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1
2400,0,46,360,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1
3015,2000,145,360,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1
2292,1558,119,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1
2360,3355,87,240,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0
4333,2333,162,360,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1
2623,4831,122,180,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0
3972,4275,187,360,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0
3522,0,81,180,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1
4700,0,80,360,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1
6858,0,176,360,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1
8334,0,260,360,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1
3391,1966,133,360,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0
2868,0,70,360,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1
3418,1380,135,360,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1
2500,296,137,300,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1
8667,0,254,360,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1
2283,15000,106,360,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0
5817,910,109,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1
5119,3769,120,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0
5316,187,158,180,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1
7603,1213,197,360,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1
3791,1936,85,360,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1
2500,0,60,360,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
3132,0,76,360,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0
4000,2667,152,360,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1
8550,4255,96,360,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0
2269,2167,99,360,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1
4009,1777,113,360,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1
4158,709,115,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1
3250,1993,126,360,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1
5000,2393,158,360,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0
9200,0,98,180,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0
